,token,name,symbol
9226,500439,VHL,VHL
9227,500444,WSTCSTPAPR,WSTCSTPAPR
9228,500459,PGHH,PGHH
9229,500463,BBOX,BBOX
9230,500483,TATACOMM,TATACOMM
9231,500500,HINDMOTORS,HINDMOTORS
9232,500530,BOSCHLTD,BOSCHLTD
9233,47,SX50,SX50
9234,500016,ARUNAHTEL,ARUNAHTEL
9235,500540,PREMIER,PREMIER
9236,500575,VOLTAS,VOLTAS
9237,500049,BEL,BEL
9238,500059,BILVYAPAR,BILVYAPAR
9239,500068,DISAQ,DISAQ
9240,500103,BHEL,BHEL
9241,500117,DCW,DCW
9242,500119,DHAMPURSUG,DHAMPURSUG
9243,500163,GODFRYPHLP,GODFRYPHLP
9244,500168,GOODYEAR,GOODYEAR
9245,500002,ABB,ABB
9246,500023,ASIANHOTNR,ASIANHOTNR
9247,500078,OAL,OAL
9248,500086,EXIDEIND,EXIDEIND
9249,500171,GHCL,GHCL
9250,500173,GFLLIMITED,GFLLIMITED
9251,500191,HMT,HMT
9252,500199,IGPL,IGPL
9253,500210,INGERRAND,INGERRAND
9254,500227,JINDALPOLY,JINDALPOLY
9255,500249,KSB,KSB
9256,500319,INDSUCR,INDSUCR
9257,500331,PIDILITIND,PIDILITIND
9258,500337,PRIMESECU,PRIMESECU
9259,500338,PRSMJOHNSN,PRSMJOHNSN
9260,500339,RAIN,RAIN
9261,500380,JKLAKSHMI,JKLAKSHMI
9262,500400,TATAPOWER,TATAPOWER
9263,500402,SPMLINFRA,SPMLINFRA
9264,500411,THERMAX,THERMAX
9265,500012,ANDHRAPET,ANDHRAPET
9266,500014,UTIQUE,UTIQUE
9267,500429,UNIENTER,UNIENTER
9268,500472,SKFINDIA,SKFINDIA
9269,500084,CESC,CESC
9270,500092,CRISIL,CRISIL
9271,500101,ARVIND,ARVIND
9272,500106,IFCI,IFCI
9273,500110,CHENNPETRO,CHENNPETRO
9274,500179,HCL-INSYS,HCL-INSYS
9275,500189,NDLVENTURE,NDLVENTURE
9276,500192,PRAGBOS,PRAGBOS
9277,500113,SAIL,SAIL
9278,500116,IDBI,IDBI
9279,500153,GANESHBE,GANESHBE
9280,500184,HSCL,HSCL
9281,500248,KRIFILIND,KRIFILIND
9282,500280,CENTENKA,CENTENKA
9283,500304,NIITLTD,NIITLTD
9284,500317,OSWALAGRO,OSWALAGRO
9285,500193,HLVLTD,HLVLTD
9286,500207,INDORAMA,INDORAMA
9287,500214,IONEXCHANG,IONEXCHANG
9288,500262,HYBRIDFIN,HYBRIDFIN
9289,500355,RALLIS,RALLIS
9290,500356,RAMANEWS,RAMANEWS
9291,500368,PATANJALI,PATANJALI
9292,500460,MUKANDLTD,MUKANDLTD
9293,500013,ANSALAPI,ANSALAPI
9294,500020,BOMDYEING,BOMDYEING
9295,500031,BAJAJELEC,BAJAJELEC
9296,500034,BAJFINANCE,BAJFINANCE
9297,500271,MFSL,MFSL
9298,500279,MIRCELECTR,MIRCELECTR
9299,500285,SPICEJET,SPICEJET
9300,500294,NCC,NCC
9301,500089,DICIND,DICIND
9302,500093,CGPOWER,CGPOWER
9303,500114,TITAN,TITAN
9304,500125,EIDPARRY,EIDPARRY
9305,500295,VEDL,VEDL
9306,500322,PANCM,PANCM
9307,500336,SURYAROSNI,SURYAROSNI
9308,500343,AMJLAND,AMJLAND
9309,500136,ESTER,ESTER
9310,500142,FGP,FGP
9311,500186,HINDOILEXP,HINDOILEXP
9312,500238,WHIRLPOOL,WHIRLPOOL
9313,500404,SUNFLAG,SUNFLAG
9314,500458,TEAM24,TEAM24
9315,500470,TATASTEEL,TATASTEEL
9316,500490,BAJAJHLDNG,BAJAJHLDNG
9317,500003,AEGISLOG,AEGISLOG
9318,500009,AMBALALSA,AMBALALSA
9319,500251,TRENT,TRENT
9320,500252,LMW,LMW
9321,500260,RAMCOCEM,RAMCOCEM
9322,500265,MAHSEAMLES,MAHSEAMLES
9323,500493,BHARATFORG,BHARATFORG
9324,500510,LT,LT
9325,500027,ATUL,ATUL
9326,500033,FORCEMOT,FORCEMOT
9327,500039,BANCOINDIA,BANCOINDIA
9328,500041,BANARISUG,BANARISUG
9329,500268,MANALIPETC,MANALIPETC
9330,500282,MODTHREAD,MODTHREAD
9331,500313,OILCOUNTUB,OILCOUNTUB
9332,500335,BIRLACORPN,BIRLACORPN
9333,500413,THOMASCOOK,THOMASCOOK
9334,500042,BASF,BASF
9335,500048,BEML,BEML
9336,500052,BEPL,BEPL
9337,500058,BIHSPONG,BIHSPONG
9338,500342,PRUDMOULI,PRUDMOULI
9339,500387,SHREECEM,SHREECEM
9340,500403,SUNDRMFAST,SUNDRMFAST
9341,500043,BATAINDIA,BATAINDIA
9342,500067,BLUESTARCO,BLUESTARCO
9343,500087,CIPLA,CIPLA
9344,500096,DABUR,DABUR
9345,500104,HINDPETRO,HINDPETRO
9346,500420,TORNTPHARM,TORNTPHARM
9347,500440,HINDALCO,HINDALCO
9348,500456,PASUPTAC,PASUPTAC
9349,500060,BIRLACABLE,BIRLACABLE
9350,500083,CENTEXT,CENTEXT
9351,500108,MTNL,MTNL
9352,500109,MRPL,MRPL
9353,500112,SBIN,SBIN
9354,500128,ELECTCAST,ELECTCAST
9355,500135,EPL,EPL
9356,500144,FINCABLES,FINCABLES
9357,500120,DIAMINESQ,DIAMINESQ
9358,500123,ELANTAS,ELANTAS
9359,500133,ESABINDIA,ESABINDIA
9360,500150,FOSECOIND,FOSECOIND
9361,500159,METROGLOBL,METROGLOBL
9362,500160,GTL,GTL
9363,500185,HCC,HCC
9364,500228,JSWSTEEL,JSWSTEEL
9365,500164,GODREJIND,GODREJIND
9366,500165,KANSAINER,KANSAINER
9367,500170,GTNINDS,GTNINDS
9368,500174,GLFL,GLFL
9369,500233,KAJARIACER,KAJARIACER
9370,500240,KINETICENG,KINETICENG
9371,500241,KIRLOSBROS,KIRLOSBROS
9372,500247,KOTAKBANK,KOTAKBANK
9373,500259,LYKALABS,LYKALABS
9374,500307,NIRLON,NIRLON
9375,500312,ONGC,ONGC
9376,500314,ORIENTHOT,ORIENTHOT
9377,500365,WELSPLSOL,WELSPLSOL
9378,500405,SPLPETRO,SPLPETRO
9379,500412,TIRUMALCHM,TIRUMALCHM
9380,500418,TOKYOPLAST,TOKYOPLAST
9381,500422,TRANSCHEM,TRANSCHEM
9382,500425,AMBUJACEM,AMBUJACEM
9383,500426,UTLINDS,UTLINDS
9384,500449,HOCL,HOCL
9385,500188,HINDZINC,HINDZINC
9386,500213,ITHL,ITHL
9387,500215,SUNDROP,SUNDROP
9388,500220,JASCH,JASCH
9389,500467,HARRMALAYA,HARRMALAYA
9390,500469,FEDERALBNK,FEDERALBNK
9391,500520,M&M,M&M
9392,500234,KAKATCEM,KAKATCEM
9393,500235,KSL,KSL
9394,500245,KIRLFER,KIRLFER
9395,500246,ENVAIREL,ENVAIREL
9396,500264,MAFATIND,MAFATIND
9397,500266,MAHSCOOTER,MAHSCOOTER
9398,500277,MIDINDIA,MIDINDIA
9399,500284,LORDSCHLO,LORDSCHLO
9400,500290,MRF,MRF
9401,500292,HEIDELBERG,HEIDELBERG
9402,500300,GRASIM,GRASIM
9403,500325,RELIANCE,RELIANCE
9404,500028,ATVPR,ATVPR
9405,500389,SILVERLINE,SILVERLINE
9406,500480,CUMMINSIND,CUMMINSIND
9407,500488,ABBOTINDIA,ABBOTINDIA
9408,500069,QUESTCAP,QUESTCAP
9409,500074,BPL,BPL
9410,500085,CHAMBLFERT,CHAMBLFERT
9411,500124,DRREDDY,DRREDDY
9412,500126,PGHL,PGHL
9413,500151,GOLDENTOBC,GOLDENTOBC
9414,500166,GOODRICKE,GOODRICKE
9415,500180,HDFCBANK,HDFCBANK
9416,500182,HEROMOTOCO,HEROMOTOCO
9417,500201,INDIAGLYCO,INDIAGLYCO
9418,500243,KIRLOSIND,KIRLOSIND
9419,500288,MOREPENLAB,MOREPENLAB
9420,500360,RAPICUT,RAPICUT
9421,500367,RUBFILA,RUBFILA
9422,500378,JINDALSAW,JINDALSAW
9423,500410,ACC,ACC
9424,500464,UCAL,UCAL
9425,500477,ASHOKLEY,ASHOKLEY
9426,500547,BPCL,BPCL
9427,500660,GLAXO,GLAXO
9428,500680,PFIZER,PFIZER
9429,500877,APOLLOTYRE,APOLLOTYRE
9430,501148,DSINVEST,DSINVEST
9431,500655,GRWRHITECH,GRWRHITECH
9432,501111,ZGOLDINV,ZGOLDINV
9433,501423,SHAILY,SHAILY
9434,501945,DHENUBUILD,DHENUBUILD
9435,503101,MARATHON,MARATHON
9436,503689,HEALINV,HEALINV
9437,501343,MOTOGENFIN,MOTOGENFIN
9438,501386,EENTER,EENTER
9439,501848,GLOBOFFS,GLOBOFFS
9440,502250,LERTHAI,LERTHAI
9441,502330,ANDHRAPAP,ANDHRAPAP
9442,503685,MEDIAONE,MEDIAONE
9443,504000,ELPROINTL,ELPROINTL
9444,504112,NELCO,NELCO
9445,504370,ZARDIINV,ZARDIINV
9446,504646,BGWTATO,BGWTATO
9447,502294,NILACHAL,NILACHAL
9448,502589,VAPIENTER,VAPIENTER
9449,502820,DCM,DCM
9450,503837,SHRAJSYNQ,SHRAJSYNQ
9451,505688,BHARATGEAR,BHARATGEAR
9452,504212,UNIVCABLES,UNIVCABLES
9453,504340,LONGSPUR,LONGSPUR
9454,504380,FLOMIC,FLOMIC
9455,504731,AZADIND,AZADIND
9456,504810,INFORTEC,INFORTEC
9457,504959,STOVACQ,STOVACQ
9458,505075,SETCO,SETCO
9459,505010,AUTOAXLES,AUTOAXLES
9460,505032,AUTOPRD,AUTOPRD
9461,505212,JAINEX,JAINEX
9462,505502,PSITINFRA,PSITINFRA
9463,505854,TRF,TRF
9464,505890,KENNAMET,KENNAMET
9465,506022,PRAKASH,PRAKASH
9466,506042,ZPRBHSTE,ZPRBHSTE
9467,505681,BIMETAL,BIMETAL
9468,506003,SUDAI,SUDAI
9469,506105,STANROS,STANROS
9470,506122,VOLKAI,VOLKAI
9471,506194,ARIHANTSUP,ARIHANTSUP
9472,506405,DMCC,DMCC
9473,506530,KEMP,KEMP
9474,506543,MPAGI,MPAGI
9475,506642,SADHNANIQ,SADHNANIQ
9476,506981,BLUECHIPT,BLUECHIPT
9477,507205,TI,TI
9478,507300,RAVALSUGAR,RAVALSUGAR
9479,506166,APIS,APIS
9480,506186,GCKL,GCKL
9481,506373,CITURGIA,CITURGIA
9482,506528,KELENRG,KELENRG
9483,507609,OLYOI,OLYOI
9484,507864,PIONRINV,PIONRINV
9485,507880,VIPIND,VIPIND
9486,507962,FYNX,FYNX
9487,506597,AMAL,AMAL
9488,506655,SUDARSCHEM,SUDARSCHEM
9489,506767,ALKYLAMINE,ALKYLAMINE
9490,506820,ASTRAZEN,ASTRAZEN
9491,508136,BNALTD,BNALTD
9492,508664,BESTEAST,BESTEAST
9493,508807,ISTLTD,ISTLTD
9494,508941,PANCARBON,PANCARBON
9495,506852,PRIMO,PRIMO
9496,506943,JBCHEPHARM,JBCHEPHARM
9497,507498,PICCASUG,PICCASUG
9498,507514,SDBL,SDBL
9499,509009,AUSOMENT,AUSOMENT
9500,509449,BHAGWOX,BHAGWOX
9501,509525,EMPIND,EMPIND
9502,509546,GRAVISSHO,GRAVISSHO
9503,507515,CJGEL,CJGEL
9504,507530,THAKKERS,THAKKERS
9505,507663,SIGNGCL,SIGNGCL
9506,507815,GILLETTE,GILLETTE
9507,509567,GOACARBON,GOACARBON
9508,509709,INTLCONV,INTLCONV
9509,509760,MODRNSH,MODRNSH
9510,511000,MADHUSE,MADHUSE
9511,507852,ADDIND,ADDIND
9512,507910,FIBERWEB,FIBERWEB
9513,508969,SULABEN,SULABEN
9514,509040,NETLINK,NETLINK
9515,511413,CREST,CREST
9516,511501,BHARAT,BHARAT
9517,511632,OLYMTFI,OLYMTFI
9518,511692,AJCON,AJCON
9519,509053,BANASFN,BANASFN
9520,509675,BIRLANU,BIRLANU
9521,509845,RJSHAH,RJSHAH
9522,509917,TECHCON,TECHCON
9523,511738,MEHSECU,MEHSECU
9524,512047,ROYALIND,ROYALIND
9525,512062,ZSANMCOM,ZSANMCOM
9526,512097,SAICOM,SAICOM
9527,511034,JINDRILL,JINDRILL
9528,511048,KUSUMEL,KUSUMEL
9529,511076,AEROENTER,AEROENTER
9530,511096,TVOLCON,TVOLCON
9531,512297,SHANTAI,SHANTAI
9532,512303,ZMANSOON,ZMANSOON
9533,512381,STARTECK,STARTECK
9534,512453,SHRJAGP,SHRJAGP
9535,511131,KAMANWALA,KAMANWALA
9536,511243,CHOLAFIN,CHOLAFIN
9537,511411,SHRISTI,SHRISTI
9538,511563,SANCF,SANCF
9539,512624,REGENTRP,REGENTRP
9540,513023,NAVA,NAVA
9541,513262,SSWL,SSWL
9542,513369,KVFORGE,KVFORGE
9543,511609,ISLCONSUL,ISLCONSUL
9544,511702,YOGI,YOGI
9545,511710,CUBIFIN,CUBIFIN
9546,512064,VISVEN,VISVEN
9547,513517,STEELCAS,STEELCAS
9548,513532,PRADPME,PRADPME
9549,513554,MAHASTEEL,MAHASTEEL
9550,513687,SPECTRA,SPECTRA
9551,512065,MRUTR,MRUTR
9552,512261,BAJGLOB,BAJGLOB
9553,512361,CUPIDALBV,CUPIDALBV
9554,512393,SHARDUL,SHARDUL
9555,513699,SOLIDSTON,SOLIDSTON
9556,513729,AROGRANITE,AROGRANITE
9557,514128,KONARKSY,KONARKSY
9558,514138,SURYALA,SURYALA
9559,512404,BENGALS,BENGALS
9560,512559,KOHINOOR,KOHINOOR
9561,512589,SITAENT,SITAENT
9562,512634,SAVERA,SAVERA
9563,514240,KUSHIND,KUSHIND
9564,514264,SEASONST,SEASONST
9565,514312,JAIHINDS,JAIHINDS
9566,514324,OMNITEX,OMNITEX
9567,513228,PENIND,PENIND
9568,513337,GUJTLRM,GUJTLRM
9569,513361,INDIAHOMES,INDIAHOMES
9570,513709,SHILGRAVQ,SHILGRAVQ
9571,514378,YARNSYN,YARNSYN
9572,515008,MODINSU,MODINSU
9573,515030,ASAHIINDIA,ASAHIINDIA
9574,516072,VISHNU,VISHNU
9575,517286,RNITAI,RNITAI
9576,514060,NEWTRAC,NEWTRAC
9577,514183,BLACKROSE,BLACKROSE
9578,514236,TTLEL,TTLEL
9579,514286,ASHIMASYN,ASHIMASYN
9580,517096,APLAB,APLAB
9581,517174,HONAUT,HONAUT
9582,517201,SWITCHTE,SWITCHTE
9583,517380,IGARASHI,IGARASHI
9584,515037,MURUDCERA,MURUDCERA
9585,515043,SEKURITIND,SEKURITIND
9586,515059,MADHUDIN,MADHUDIN
9587,516064,ARROWGREEN,ARROWGREEN
9588,517300,GIPCL,GIPCL
9589,517344,MINDTECK,MINDTECK
9590,517370,INCAP,INCAP
9591,516082,NRAIL,NRAIL
9592,516108,STHINPA,STHINPA
9593,517271,HBLENGINE,HBLENGINE
9594,517273,S&SPOWER,S&SPOWER
9595,517498,WEBELSOLAR,WEBELSOLAR
9596,517546,ALFATRAN,ALFATRAN
9597,518053,SRICC,SRICC
9598,519191,RGRL,RGRL
9599,517354,HAVELLS,HAVELLS
9600,517372,GUJINTRX,GUJINTRX
9601,517385,SYMPHONY,SYMPHONY
9602,517411,SHYAMTEL,SHYAMTEL
9603,519216,AJANTSOY,AJANTSOY
9604,519367,TRANSFD,TRANSFD
9605,519471,AMBARPIL,AMBARPIL
9606,519532,ASIANTNE,ASIANTNE
9607,520141,SIBARAUT,SIBARAUT
9608,517423,INTEGSW,INTEGSW
9609,519003,MODINATUR,MODINATUR
9610,519091,TASTYBITE,TASTYBITE
9611,519126,HNDFDS,HNDFDS
9612,519612,LAKESHORE,LAKESHORE
9613,520051,JAMNAAUTO,JAMNAAUTO
9614,520056,TVSHLTD,TVSHLTD
9615,521016,ICIL,ICIL
9616,521137,EUREKAI,EUREKAI
9617,519234,SIEL,SIEL
9618,519295,BAMBINO,BAMBINO
9619,519479,OMEAG,OMEAG
9620,520086,SICALLOG,SICALLOG
9621,521097,AMARJOTHI,AMARJOTHI
9622,521105,OLYMPTX,OLYMPTX
9623,522036,MIVENMACH,MIVENMACH
9624,522101,KLBRENG-B,KLBRENG-B
9625,522215,HLEGLAS,HLEGLAS
9626,523007,ANSALBU,ANSALBU
9627,520151,TRANSWORLD,TRANSWORLD
9628,521003,SHVSUIT,SHVSUIT
9629,521151,DHANFAB,DHANFAB
9630,521200,SURYALAXMI,SURYALAXMI
9631,521216,DHANROTO,DHANROTO
9632,522073,HITECHGEAR,HITECHGEAR
9633,522163,DIACABS,DIACABS
9634,522183,ITL,ITL
9635,523011,WEIZMANIND,WEIZMANIND
9636,523025,SAFARI,SAFARI
9637,523127,EIHAHOTELS,EIHAHOTELS
9638,523207,KOKUYOCMLN,KOKUYOCMLN
9639,522249,MAYURUNIQ,MAYURUNIQ
9640,522261,DOLPHIN,DOLPHIN
9641,522294,TIGLOB,TIGLOB
9642,523031,ADSDIAG,ADSDIAG
9643,523248,MACPLASQ,MACPLASQ
9644,523369,DCMSRIND,DCMSRIND
9645,523384,MAHAPEXLTD,MAHAPEXLTD
9646,523385,NILKAMAL,NILKAMAL
9647,523105,CROPSTER,CROPSTER
9648,523539,PRECWIRE,PRECWIRE
9649,523586,INDTONER,INDTONER
9650,523650,YASHINNO,YASHINNO
9651,523660,WATERBASE,WATERBASE
9652,523696,FORTISMLR,FORTISMLR
9653,523704,MASTEK,MASTEK
9654,523732,ECOBOAR,ECOBOAR
9655,523716,ASHIANA,ASHIANA
9656,523754,MAHEPC,MAHEPC
9657,523828,MENONBE,MENONBE
9658,523850,AXTEL,AXTEL
9659,524164,IOLCP,IOLCP
9660,524230,RCF,RCF
9661,524288,AIMCOPEST,AIMCOPEST
9662,523782,MITSHI,MITSHI
9663,524200,VINATIORGA,VINATIORGA
9664,523836,GUJRAFFIA,GUJRAFFIA
9665,524000,POONAWALLA,POONAWALLA
9666,524037,RAMAPHO,RAMAPHO
9667,524570,PODDARMENT,PODDARMENT
9668,524576,VIVIDIND,VIVIDIND
9669,524590,HEMORGANIC,HEMORGANIC
9670,524598,AKSHARCHEM,AKSHARCHEM
9671,524238,GUJINJEC,GUJINJEC
9672,524322,KABRADG,KABRADG
9673,524372,ORCHPHARMA,ORCHPHARMA
9674,524394,VIMTALABS,VIMTALABS
9675,524628,PARKERAC,PARKERAC
9676,524654,NATCAPSUQ,NATCAPSUQ
9677,524752,DECIPHER,DECIPHER
9678,526025,GLOBUSCON,GLOBUSCON
9679,524518,KREBSBIO,KREBSBIO
9680,524564,GAYATRIBI,GAYATRIBI
9681,524663,BIBCL,BIBCL
9682,524634,ALUFLUOR,ALUFLUOR
9683,526161,SPENTA,SPENTA
9684,526299,MPHASIS,MPHASIS
9685,526315,DIVSHKT,DIVSHKT
9686,526409,KKALPANAIND,KKALPANAIND
9687,524687,BASANTGL,BASANTGL
9688,524709,NACLIND,NACLIND
9689,524748,LINKPH,LINKPH
9690,524768,EMMESSA,EMMESSA
9691,526433,ASMTEC,ASMTEC
9692,526441,VISIONCINE,VISIONCINE
9693,526596,LIBERTSHOE,LIBERTSHOE
9694,526666,BIL,BIL
9695,524790,EVERESTO,EVERESTO
9696,524818,DYNAMIND,DYNAMIND
9697,524820,PANAMAPET,PANAMAPET
9698,526043,POLYCHMP,POLYCHMP
9699,526723,NTCIND,NTCIND
9700,526727,GARNET,GARNET
9701,526755,VELHO,VELHO
9702,526871,INTECCAP,INTECCAP
9703,526241,AMRAPLIN,AMRAPLIN
9704,526325,ORIENTLTD,ORIENTLTD
9705,526365,SWARNSAR,SWARNSAR
9706,526439,AMBIT,AMBIT
9707,526935,ARUNIS,ARUNIS
9708,526941,VAICC,VAICC
9709,526965,GUJCRAFT,GUJCRAFT
9710,530001,GUJALKALI,GUJALKALI
9711,530037,SPARKLEGR,SPARKLEGR
9712,530057,VIVANZA,VIVANZA
9713,530073,SANGHVIMOV,SANGHVIMOV
9714,530127,NPRFIN,NPRFIN
9715,526481,PHOENXINTL,PHOENXINTL
9716,526488,BHUDEVI,BHUDEVI
9717,526506,SYSTMTXC,SYSTMTXC
9718,526525,WWALUM,WWALUM
9719,526608,ELECTHERM,ELECTHERM
9720,526642,MIRZAINT,MIRZAINT
9721,526717,HPBL,HPBL
9722,526751,GRATEXI,GRATEXI
9723,530185,SURATRAML,SURATRAML
9724,530207,BRAWN,BRAWN
9725,530215,KINGSINFR,KINGSINFR
9726,530255,KAYPOWR,KAYPOWR
9727,526795,MHSGRMS,MHSGRMS
9728,526817,CHEVIOT,CHEVIOT
9729,526821,DAICHI,DAICHI
9730,526823,RAJINFRA,RAJINFRA
9731,530521,VIRAT,VIRAT
9732,530267,ARIGATO,ARIGATO
9733,530459,VALSONQ,VALSONQ
9734,530475,TINNARUBR,TINNARUBR
9735,526901,SONALAD,SONALAD
9736,526971,DHOOTIN,DHOOTIN
9737,530007,JKTYRE,JKTYRE
9738,530075,ANTELOPUS,ANTELOPUS
9739,530557,NCLRESE,NCLRESE
9740,530577,LADDERUP,LADDERUP
9741,530615,GARGFUR,GARGFUR
9742,530627,VIPULORG,VIPULORG
9743,530265,SAINIK,SAINIK
9744,530665,ZENITHHE,ZENITHHE
9745,530723,ASITCFIN,ASITCFIN
9746,530745,ACSTECH,ACSTECH
9747,530135,OPTIEMUS,OPTIEMUS
9748,530233,AUROLAB,AUROLAB
9749,530253,RAJTUBE,RAJTUBE
9750,530655,GOODLUCK,GOODLUCK
9751,530315,HINDTIN,HINDTIN
9752,530281,QUANTDIA,QUANTDIA
9753,530295,SHRAJOI,SHRAJOI
9754,530313,KIMIABL,KIMIABL
9755,530787,INLANPR,INLANPR
9756,530797,SHGANEL,SHGANEL
9757,530881,ABVL,ABVL
9758,530953,SUNILAGR,SUNILAGR
9759,530361,PRABHHANS,PRABHHANS
9760,530377,NILAINFRA,NILAINFRA
9761,530341,MUKESHB,MUKESHB
9762,530365,ORIENTBELL,ORIENTBELL
9763,530959,DIANATEA,DIANATEA
9764,530973,ALFAICA,ALFAICA
9765,530979,INDIAHOME,INDIAHOME
9766,531035,EBIX,EBIX
9767,530427,CHOKSI,CHOKSI
9768,530461,SABOOSOD,SABOOSOD
9769,530589,PRIMAPLA,PRIMAPLA
9770,530689,LYKISLTD,LYKISLTD
9771,531080,SHRIKRISH,SHRIKRISH
9772,531083,NIHARINF,NIHARINF
9773,531099,CHECKPOINT,CHECKPOINT
9774,531112,BALUFORGE,BALUFORGE
9775,530711,JAGANLAM,JAGANLAM
9776,530789,CEEJAY,CEEJAY
9777,530813,KRBL,KRBL
9778,530839,CLIOINFO,CLIOINFO
9779,531288,LEADFIN,LEADFIN
9780,531301,TUSALDAH,TUSALDAH
9781,531304,NUTECGLOB,NUTECGLOB
9782,531306,DHPIND,DHPIND
9783,530843,CUPID,CUPID
9784,530845,SUNSHIEL,SUNSHIEL
9785,530855,GDLLEAS,GDLLEAS
9786,530879,CIFL,CIFL
9787,531322,HAVISHA,HAVISHA
9788,531360,GOLECHA,GOLECHA
9789,531433,SUNGOLD,SUNGOLD
9790,531417,MEGACOR,MEGACOR
9791,530921,INTETHR,INTETHR
9792,530965,IOC,IOC
9793,530999,BALAMINES,BALAMINES
9794,531051,VINTAGES,VINTAGES
9795,531494,NAVKARURB,NAVKARURB
9796,531539,RISHDIGA,RISHDIGA
9797,531600,GOGIACAPGL,GOGIACAPGL
9798,531616,STARCOM,STARCOM
9799,531119,CEENIK,CEENIK
9800,531120,PATELENG,PATELENG
9801,531163,KEMISTAR,KEMISTAR
9802,531233,RASIELEC,RASIELEC
9803,531642,MARICO,MARICO
9804,531667,RRMETAL,RRMETAL
9805,531672,INANISEC,INANISEC
9806,531673,ANKIN,ANKIN
9807,531254,OPTIFIN,OPTIFIN
9808,531289,NATFIT,NATFIT
9809,531300,AMITINT,AMITINT
9810,531340,BERVINL,BERVINL
9811,531680,MAYUR,MAYUR
9812,531692,KHYATI,KHYATI
9813,531719,BHAGCHEM,BHAGCHEM
