,token,name,symbol
9328,507410,WALCHANNAG,WALCHANNAG
9329,511169,RKDAGRRTL,RKDAGRRTL
9330,511194,ICDSLTD,ICDSLTD
9331,511260,ICONIKSPEV,ICONIKSPEV
9332,511401,MCLTD,MCLTD
9333,507663,SIGNGCL,SIGNGCL
9334,507808,UNTTEMI,UNTTEMI
9335,507987,JPTRLES,JPTRLES
9336,508860,DIAMANT,DIAMANT
9337,511447,SYLPH,SYLPH
9338,511543,GSBFIN,GSBFIN
9339,511626,RRFIN,RRFIN
9340,511632,OLYMTFI,OLYMTFI
9341,508905,NEXOME,NEXOME
9342,508954,FINKURVE,FINKURVE
9343,508963,TRUSTWAVE,TRUSTWAVE
9344,509038,VOLLF,VOLLF
9345,511644,OMEGAIN,OMEGAIN
9346,511696,CHRTEDCA,CHRTEDCA
9347,511758,MANSIFIN,MANSIFIN
9348,512018,TTGIL,TTGIL
9349,512025,BANGANGA,BANGANGA
9350,512026,VEGA,VEGA
9351,512149,AVANCE,AVANCE
9352,512165,ABANSENT,ABANSENT
9353,509196,MMRUBBR-B,MMRUBBR-B
9354,509597,HARDCAS,HARDCAS
9355,509635,HINDCOMPOS,HINDCOMPOS
9356,509732,KOTIC,KOTIC
9357,512169,CAPRICORN,CAPRICORN
9358,512213,CLASELE,CLASELE
9359,512291,ZSPEEDCO,ZSPEEDCO
9360,512377,MAGANTR,MAGANTR
9361,509835,PREMSYN,PREMSYN
9362,509845,RJSHAH,RJSHAH
9363,511000,MADHUSE,MADHUSE
9364,511131,KAMANWALA,KAMANWALA
9365,511153,ANJANIFOODS,ANJANIFOODS
9366,511243,CHOLAFIN,CHOLAFIN
9367,511246,BOMTALKIES,BOMTALKIES
9368,511507,USHAKIRA,USHAKIRA
9369,512381,STARTECK,STARTECK
9370,512408,UNIWSEC,UNIWSEC
9371,512479,VIRYA,VIRYA
9372,512527,SUPER,SUPER
9373,511539,SUPRATRE,SUPRATRE
9374,511557,PROFINC,PROFINC
9375,511589,AVONMORE,AVONMORE
9376,511605,ARIHANTCAP,ARIHANTCAP
9377,512565,NEELKANTH,NEELKANTH
9378,512597,KEYFINSERV,KEYFINSERV
9379,512608,BHANDARI,BHANDARI
9380,512624,REGENTRP,REGENTRP
9381,511628,FEDDERSHOL,FEDDERSHOL
9382,511660,PREMCAPM,PREMCAPM
9383,511710,CUBIFIN,CUBIFIN
9384,512020,ZSARACOM,ZSARACOM
9385,513023,NAVA,NAVA
9386,513353,COCHINM,COCHINM
9387,513375,CARBORUNIV,CARBORUNIV
9388,513517,STEELCAS,STEELCAS
9389,512022,WINROC,WINROC
9390,512024,NDMETAL,NDMETAL
9391,512064,VISVEN,VISVEN
9392,512115,ROSEMER,ROSEMER
9393,514138,SURYALA,SURYALA
9394,514234,SANGAMIND,SANGAMIND
9395,514248,SRECR,SRECR
9396,514332,NEOINFRA,NEOINFRA
9397,512117,TWIROST,TWIROST
9398,512131,SIGIND,SIGIND
9399,512247,ASHCAP,ASHCAP
9400,512261,BAJGLOB,BAJGLOB
9401,514400,GARWSYN,GARWSYN
9402,514418,MANORG,MANORG
9403,515030,ASAHIINDIA,ASAHIINDIA
9404,516082,NRAIL,NRAIL
9405,512297,SHANTAI,SHANTAI
9406,512367,ZSHERAPR,ZSHERAPR
9407,513005,CHROME,CHROME
9408,513059,GSAUTO,GSAUTO
9409,517258,PRECISIO,PRECISIO
9410,517330,CMICABLES,CMICABLES
9411,517380,IGARASHI,IGARASHI
9412,517397,PANELEC,PANELEC
9413,513262,SSWL,SSWL
9414,513303,MDRNSTL,MDRNSTL
9415,513401,ASHIS,ASHIS
9416,513422,BLOIN,BLOIN
9417,517562,TRIGYN,TRIGYN
9418,519003,MODINATUR,MODINATUR
9419,519105,AVTNPL,AVTNPL
9420,519224,WILLAMAGOR,WILLAMAGOR
9421,513496,SIZEMASTER,SIZEMASTER
9422,513540,TNSTLTU,TNSTLTU
9423,514197,STCORP,STCORP
9424,514326,PATSPINLTD,PATSPINLTD
9425,519383,ANIKINDS,ANIKINDS
9426,519457,VIRATCRA,VIRATCRA
9427,519477,CIANAGRO,CIANAGRO
9428,520021,OMAXAUTO,OMAXAUTO
9429,520057,JTEKTINDIA,JTEKTINDIA
9430,520075,SAMKRG,SAMKRG
9431,520151,TRANSWORLD,TRANSWORLD
9432,521048,ADVLIFE,ADVLIFE
9433,514336,GENESIS,GENESIS
9434,514386,GUJCOTEX,GUJCOTEX
9435,514428,HINDADH,HINDADH
9436,515085,RESTILE,RESTILE
9437,521222,SANBLUE,SANBLUE
9438,521240,SAMBANDAM,SAMBANDAM
9439,522122,VOITHPAPR,VOITHPAPR
9440,522195,FRONTSP,FRONTSP
9441,516030,PAKKA,PAKKA
9442,516110,FAMILYCARE,FAMILYCARE
9443,517059,SALZERELEC,SALZERELEC
9444,517119,PCS,PCS
9445,517146,USHAMART,USHAMART
9446,517201,SWITCHTE,SWITCHTE
9447,517336,MODMA,MODMA
9448,517372,GUJINTRX,GUJINTRX
9449,522205,PRAJIND,PRAJIND
9450,523007,ANSALBU,ANSALBU
9451,523021,RISHITECH,RISHITECH
9452,523105,CROPSTER,CROPSTER
9453,517411,SHYAMTEL,SHYAMTEL
9454,517449,MAGNAELQ,MAGNAELQ
9455,518011,KEERTHI,KEERTHI
9456,518053,SRICC,SRICC
9457,523261,VENKEYS,VENKEYS
9458,523283,SUPERHOUSE,SUPERHOUSE
9459,523411,ADCINDIA,ADCINDIA
9460,523419,TNTELE,TNTELE
9461,519152,VADILENT,VADILENT
9462,519156,VADILALIND,VADILALIND
9463,519238,SPTRSHI,SPTRSHI
9464,519262,PRIMAGR,PRIMAGR
9465,523539,PRECWIRE,PRECWIRE
9466,523598,SCI,SCI
9467,523708,EIMCOELECO,EIMCOELECO
9468,523710,SAYAJIHOTL,SAYAJIHOTL
9469,519295,BAMBINO,BAMBINO
9470,519413,DATIWARE,DATIWARE
9471,521018,MARALOVER,MARALOVER
9472,521036,SOURCEIND,SOURCEIND
9473,523716,ASHIANA,ASHIANA
9474,523836,GUJRAFFIA,GUJRAFFIA
9475,524037,RAMAPHO,RAMAPHO
9476,524080,HARLETH,HARLETH
9477,524204,TEEAI,TEEAI
9478,524208,AARTIIND,AARTIIND
9479,524336,SHHARICH,SHHARICH
9480,524404,MARKSANS,MARKSANS
9481,521105,OLYMPTX,OLYMPTX
9482,521131,SBFL,SBFL
9483,521178,SRMCL,SRMCL
9484,521194,SILINV,SILINV
9485,521244,MKPMOB,MKPMOB
9486,521248,KITEX,KITEX
9487,522171,TMTIND-B1,TMTIND-B1
9488,522215,HLEGLAS,HLEGLAS
9489,524502,RAAJMEDI,RAAJMEDI
9490,524504,REVAMEDIA,REVAMEDIA
9491,524622,ISTRNETWK,ISTRNETWK
9492,524661,WELCURE,WELCURE
9493,522245,IYKOTHITE,IYKOTHITE
9494,523019,BNRSEC,BNRSEC
9495,523025,SAFARI,SAFARI
9496,523248,MACPLASQ,MACPLASQ
9497,524663,BIBCL,BIBCL
9498,524727,SDL,SDL
9499,524731,JENBURPH,JENBURPH
9500,524742,CAPLIPOINT,CAPLIPOINT
9501,523260,PEARLPOLY,PEARLPOLY
9502,523269,ADVANIHOTR,ADVANIHOTR
9503,523289,RAMAVISION,RAMAVISION
9504,523309,SHRIGANG,SHRIGANG
9505,524768,EMMESSA,EMMESSA
9506,526025,GLOBUSCON,GLOBUSCON
9507,526073,GALXBRG,GALXBRG
9508,526081,SCAGRO,SCAGRO
9509,523351,STDSHOE,STDSHOE
9510,523395,3MINDIA,3MINDIA
9511,523550,KRYPTONQ,KRYPTONQ
9512,523694,APCOTEXIND,APCOTEXIND
9513,526113,UNRYLMA,UNRYLMA
9514,526423,KRITI,KRITI
9515,526433,ASMTEC,ASMTEC
9516,526500,STRGRENWO,STRGRENWO
9517,523782,MITSHI,MITSHI
9518,523850,AXTEL,AXTEL
9519,524136,PCCOSMA,PCCOSMA
9520,524288,AIMCOPEST,AIMCOPEST
9521,526574,ENTRINT,ENTRINT
9522,526616,NATPLAS,NATPLAS
9523,526642,MIRZAINT,MIRZAINT
9524,526654,THAKDEV,THAKDEV
9525,526723,NTCIND,NTCIND
9526,526755,VELHO,VELHO
9527,526775,VALIANT,VALIANT
9528,526901,SONALAD,SONALAD
9529,524342,INDOBORAX,INDOBORAX
9530,524370,BODALCHEM,BODALCHEM
9531,524396,BIOFILCHEM,BIOFILCHEM
9532,524412,AAREYDRUGS,AAREYDRUGS
9533,524458,INDOEURO,INDOEURO
9534,524480,RIDDHI,RIDDHI
9535,524518,KREBSBIO,KREBSBIO
9536,524534,BHASKAGR,BHASKAGR
9537,526953,VENUSREM,VENUSREM
9538,527001,ASHAPURMIN,ASHAPURMIN
9539,530037,SPARKLEGR,SPARKLEGR
9540,530065,LORDSHOTL,LORDSHOTL
9541,524546,SATAGRI,SATAGRI
9542,524717,TITANBIO,TITANBIO
9543,530075,ANTELOPUS,ANTELOPUS
9544,530151,VIJAYTX,VIJAYTX
9545,530179,RSCINT,RSCINT
9546,530245,ARYAMAN,ARYAMAN
9547,524576,VIVIDIND,VIVIDIND
9548,524624,GAGAN,GAGAN
9549,526043,POLYCHMP,POLYCHMP
9550,526225,BLOOM,BLOOM
9551,526227,FILATEX,FILATEX
9552,526237,MORGAN,MORGAN
9553,530357,KBSINDIA,KBSINDIA
9554,530405,JINDCAP,JINDCAP
9555,530429,ASHISHPO,ASHISHPO
9556,530499,AKCAPIT,AKCAPIT
9557,526251,MIDEASTP,MIDEASTP
9558,526299,MPHASIS,MPHASIS
9559,526331,ADVMULT,ADVMULT
9560,526409,KKALPANAIND,KKALPANAIND
9561,530545,COSCO,COSCO
9562,530565,POPEES,POPEES
9563,530571,EXPLICITFIN,EXPLICITFIN
9564,530577,LADDERUP,LADDERUP
9565,526439,AMBIT,AMBIT
9566,526504,DOLPHMED,DOLPHMED
9567,526532,SFPIL,SFPIL
9568,526612,BLUEDART,BLUEDART
9569,530609,CARNATIN,CARNATIN
9570,530611,STURDY,STURDY
9571,530627,VIPULORG,VIPULORG
9572,530853,HIPOLIN,HIPOLIN
9573,526677,KEEPLEARN,KEEPLEARN
9574,526721,NICCOPAR,NICCOPAR
9575,526799,UNQTYMI,UNQTYMI
9576,526851,AREXMIS,AREXMIS
9577,530917,RRSECUR,RRSECUR
9578,530927,HARAFIN,HARAFIN
9579,530997,UNIQUEO,UNIQUEO
9580,531033,REGAL,REGAL
9581,526865,JAINCO,JAINCO
9582,526891,MKTCREAT,MKTCREAT
9583,526899,HFIL,HFIL
9584,526945,TYROON,TYROON
9585,531099,CHECKPOINT,CHECKPOINT
9586,531109,ISHANCH,ISHANCH
9587,531111,GOTHIPL,GOTHIPL
9588,531119,CEENIK,CEENIK
9589,526965,GUJCRAFT,GUJCRAFT
9590,530045,TITANSEC,TITANSEC
9591,530111,RAJPACK,RAJPACK
9592,530167,MONGIPA,MONGIPA
9593,531153,DILIGENT,DILIGENT
9594,531155,EPSOMPRO,EPSOMPRO
9595,531162,EMAMILTD,EMAMILTD
9596,531173,SYSCHEM,SYSCHEM
9597,530187,ATHARVENT,ATHARVENT
9598,530219,NUTRICIRCLE,NUTRICIRCLE
9599,530231,SUBSM,SUBSM
9600,530239,SUVEN,SUVEN
9601,531179,ARMANFIN,ARMANFIN
9602,531191,FILTRON,FILTRON
9603,531207,CRESANTO,CRESANTO
9604,531274,KINETRU,KINETRU
9605,530291,PAOS,PAOS
9606,530317,GODAVARI,GODAVARI
9607,530331,PREMCO,PREMCO
9608,530421,KUWERIN,KUWERIN
9609,531278,ELIXIR,ELIXIR
9610,531280,PANKAJPO,PANKAJPO
9611,531322,HAVISHA,HAVISHA
9612,531324,ROSELABS,ROSELABS
9613,530461,SABOOSOD,SABOOSOD
9614,530521,VIRAT,VIRAT
9615,530549,SHILPAMED,SHILPAMED
9616,530615,GARGFUR,GARGFUR
9617,531340,BERVINL,BERVINL
9618,531399,GGAUTO,GGAUTO
9619,531437,PWASML,PWASML
9620,531439,GOLDTECH,GOLDTECH
9621,530655,GOODLUCK,GOODLUCK
9622,530757,SHENTRA,SHENTRA
9623,531454,POLYLINK,POLYLINK
9624,531495,BLUECOAST,BLUECOAST
9625,531512,ORIENTTR,ORIENTTR
9626,531572,RANJITSE,RANJITSE
9627,530689,LYKISLTD,LYKISLTD
9628,530735,SUPERBAK,SUPERBAK
9629,531610,UFMINDL,UFMINDL
9630,531637,PRAVEG,PRAVEG
9631,531642,MARICO,MARICO
9632,531651,NATGENI,NATGENI
9633,530879,CIFL,CIFL
9634,530897,NGIND,NGIND
9635,530919,REMSONSIND,REMSONSIND
9636,530931,STANPACK,STANPACK
9637,530985,JPTSEC,JPTSEC
9638,530991,ROOPAIND,ROOPAIND
9639,531039,SWADHATURE,SWADHATURE
9640,531120,PATELENG,PATELENG
9641,531668,VISIONCO,VISIONCO
9642,531671,KARNAWATI,KARNAWATI
9643,531680,MAYUR,MAYUR
9644,531686,ADVIKLA,ADVIKLA
9645,531137,GEMSI,GEMSI
9646,531144,ELFORGE,ELFORGE
9647,531169,SKPSEC,SKPSEC
9648,531216,COMFINTE,COMFINTE
9649,531717,VIDHIING,VIDHIING
9650,531719,BHAGCHEM,BHAGCHEM
9651,531723,GATECH,GATECH
9652,531869,SACHEMT,SACHEMT
9653,531234,SCOOBEEDAY,SCOOBEEDAY
9654,531246,PRIMAIN,PRIMAIN
9655,531255,PARAGONF,PARAGONF
9656,531273,RADHEDE,RADHEDE
9657,531888,REXNORD,REXNORD
9658,531900,CCLINTER,CCLINTER
9659,531911,GALAGEX,GALAGEX
9660,531952,RIBATEX,RIBATEX
9661,531279,TRISHAKT,TRISHAKT
9662,531300,AMITINT,AMITINT
9663,531323,JAYIND,JAYIND
9664,531335,ZYDUSWELL,ZYDUSWELL
9665,531977,CHLOGIST,CHLOGIST
9666,532041,HINDBIO,HINDBIO
9667,532042,FRONTCORP,FRONTCORP
9668,532067,3BBLACKBIO,3BBLACKBIO
9669,531346,EASTRED,EASTRED
9670,531358,CHOICEIN,CHOICEIN
9671,531396,WOMENNET,WOMENNET
9672,531397,POLYCON,POLYCON
9673,532072,INTERDIGI,INTERDIGI
9674,532113,BRIJLEAS,BRIJLEAS
9675,532230,BENGALT,BENGALT
9676,532290,BLBLIMITED,BLBLIMITED
9677,531398,SOURCENTRL,SOURCENTRL
9678,531402,LWSKNIT,LWSKNIT
9679,531471,DUKEOFS,DUKEOFS
9680,531494,NAVKARURB,NAVKARURB
9681,532310,SHREERAMA,SHREERAMA
9682,532333,HBPOR,HBPOR
9683,532341,IZMO,IZMO
9684,532349,TCI,TCI
9685,531537,MIZVEN,MIZVEN
9686,531600,GOGIACAPGL,GOGIACAPGL
9687,531672,INANISEC,INANISEC
9688,531758,GKCONS,GKCONS
9689,532356,TRIVENI,TRIVENI
9690,532366,PNBGILTS,PNBGILTS
9691,532368,BCG,BCG
9692,532371,TTML,TTML
9693,532380,BABA,BABA
9694,532398,UMESLTD,UMESLTD
9695,532408,SIGMAADV,SIGMAADV
9696,532416,NEXTMEDIA,NEXTMEDIA
9697,531771,SHRADDHA,SHRADDHA
9698,531812,SGNTE,SGNTE
9699,531842,LAHOTIOV,LAHOTIOV
9700,531928,GOLCA,GOLCA
9701,532024,AARCON,AARCON
9702,532083,SHKALYN,SHKALYN
9703,532493,ASTRAMICRO,ASTRAMICRO
9704,532503,RAJPALAYAM,RAJPALAYAM
9705,532504,NAVINFLUOR,NAVINFLUOR
9706,532509,SUPRAJIT,SUPRAJIT
9707,531930,SARTHAKIND,SARTHAKIND
9708,532053,WALLFORT,WALLFORT
9709,532523,BIOCON,BIOCON
9710,532531,STAR,STAR
9711,532543,GULFPETRO,GULFPETRO
9712,532621,MORARJEE,MORARJEE
9713,532090,ATVOENT,ATVOENT
9714,532092,EPUJA,EPUJA
9715,532154,JOHNPHARMA,JOHNPHARMA
9716,532209,J&KBANK,J&KBANK
9717,532305,INDSWFTLAB,INDSWFTLAB
9718,532638,SHOPERSTOP,SHOPERSTOP
9719,532667,SUZLON,SUZLON
9720,532684,EKC,EKC
9721,532700,ENIL,ENIL
9722,532234,NATIONALUM,NATIONALUM
9723,532256,NSIL,NSIL
9724,532286,JINDALSTEL,JINDALSTEL
9725,532315,GROARC,GROARC
9726,532336,BARONINF,BARONINF
9727,532362,NAGPI,NAGPI
9728,532373,WEPSOLN,WEPSOLN
9729,532705,JAGRAN,JAGRAN
9730,532707,DYNPRO,DYNPRO
9731,532712,RCOM,RCOM
9732,532738,TICL,TICL
9733,532376,UMIYA-MRO,UMIYA-MRO
9734,532387,PNC,PNC
9735,532430,BFUTILITIE,BFUTILITIE
9736,532475,APTECHT,APTECHT
9737,532742,PAUSHAKLTD,PAUSHAKLTD
9738,532757,VOLTAMP,VOLTAMP
9739,532767,GAYAPROJ,GAYAPROJ
9740,532777,NAUKRI,NAUKRI
9741,532486,POKARNA,POKARNA
9742,532497,RADICO,RADICO
9743,532529,NDTV,NDTV
9744,532605,JBMA,JBMA
9745,532779,TORNTPOWER,TORNTPOWER
9746,532796,LUMAXTECH,LUMAXTECH
9747,532799,HUBTOWN,HUBTOWN
9748,532809,FSL,FSL
9749,532612,INDOCO,INDOCO
9750,532613,VIPCLOTHNG,VIPCLOTHNG
9751,532616,XCHANGING,XCHANGING
9752,532636,IIFL,IIFL
9753,532812,TFL,TFL
9754,532814,INDIANB,INDIANB
9755,532855,HARYNACAP,HARYNACAP
9756,532884,REFEX,REFEX
9757,532641,NDL,NDL
9758,532642,JSWHL,JSWHL
9759,532652,KTKBANK,KTKBANK
9760,532656,FACORALL,FACORALL
9761,532888,ASIANTILES,ASIANTILES
9762,532892,MOTILALOFS,MOTILALOFS
9763,532896,MAGNUM,MAGNUM
9764,532911,PARLEIND,PARLEIND
9765,532666,FCSSOFT,FCSSOFT
9766,532689,PVRINOX,PVRINOX
9767,532694,ASMS,ASMS
9768,532696,EDUCOMP,EDUCOMP
9769,532941,CORDSCABLE,CORDSCABLE
9770,532946,BANG,BANG
9771,532974,BIRLAMONEY,BIRLAMONEY
9772,532975,TELOGICA,TELOGICA
9773,532701,CELLA,CELLA
9774,532710,SADBHAV,SADBHAV
9775,532721,VISASTEEL,VISASTEEL
9776,532725,SOLARINDS,SOLARINDS
9777,532989,BAFNAPH,BAFNAPH
9778,533007,LGBFORGE,LGBFORGE
9779,533148,JSWENERGY,JSWENERGY
9780,533168,ROSSELLIND,ROSSELLIND
9781,533248,GPPL,GPPL
9782,533269,WABAG,WABAG
9783,533271,ASHOKA,ASHOKA
9784,533296,FMNL,FMNL
9785,532735,RSYSTEMS,RSYSTEMS
9786,532775,GTLINFRA,GTLINFRA
9787,532785,RUCHIRA,RUCHIRA
9788,532798,NETWORK18,NETWORK18
9789,533343,LOVABLE,LOVABLE
9790,533573,APLLTD,APLLTD
9791,532804,TIIL,TIIL
9792,532810,PFC,PFC
9793,532825,JAGJANANI,JAGJANANI
9794,532832,EMBDL,EMBDL
9795,533506,INVENTURE,INVENTURE
9796,533540,TREEHOUSE,TREEHOUSE
9797,534139,SCHNEIDER,SCHNEIDER
9798,534369,TBZ,TBZ
9799,534392,VSSL,VSSL
9800,534741,VIRTUALG,VIRTUALG
9801,532841,SAHYADRI,SAHYADRI
9802,532859,HGS,HGS
9803,532873,HDIL,HDIL
9804,532878,ALPA,ALPA
9805,532880,OMAXE,OMAXE
9806,532967,KIRIINDUS,KIRIINDUS
9807,532980,GOKUL,GOKUL
9808,532993,SEJALLTD,SEJALLTD
9809,534755,TRIOMERC,TRIOMERC
9810,534758,CIGNITITEC,CIGNITITEC
9811,535375,KTKFMP100GD,KTKFMP100GD
9812,535387,LAKHOTIA,LAKHOTIA
9813,533004,DWSFTS50BG,DWSFTS50BG
9814,533022,20MICRONS,20MICRONS
9815,533023,ZFCVINDIA,ZFCVINDIA
9816,533080,MOLDTKPAC,MOLDTKPAC
9817,535657,OONE,OONE
9818,535667,IFINSEC,IFINSEC
9819,535688,RMFINAFRR8,RMFINAFRR8
9820,535996,RFXXIV04DG,RFXXIV04DG
9821,536155,RFHXXIV07G,RFHXXIV07G
9822,536773,JPOLYINVST,JPOLYINVST
9823,536965,BPCAP,BPCAP
