,token,name,symbol
9221,500020,BOMDYEING,BOMDYEING
9222,500074,BPL,BPL
9223,500252,LMW,LMW
9224,500335,BIRLACORPN,BIRLACORPN
9225,500337,PRIMESECU,PRIMESECU
9226,500339,RAIN,RAIN
9227,500390,RELINFRA,RELINFRA
9228,500400,TATAPOWER,TATAPOWER
9229,500440,HINDALCO,HINDALCO
9230,500464,UCAL,UCAL
9231,500084,CESC,CESC
9232,500110,CHENNPETRO,CHENNPETRO
9233,500128,ELECTCAST,ELECTCAST
9234,500143,PHCAP,PHCAP
9235,500159,METROGLOBL,METROGLOBL
9236,500165,KANSAINER,KANSAINER
9237,500179,HCL-INSYS,HCL-INSYS
9238,500199,IGPL,IGPL
9239,500469,FEDERALBNK,FEDERALBNK
9240,500620,GESHIP,GESHIP
9241,500877,APOLLOTYRE,APOLLOTYRE
9242,501391,WHBRADY,WHBRADY
9243,501455,GREAVESCOT,GREAVESCOT
9244,503092,PASUSPG,PASUSPG
9245,503626,KSHITIJ,KSHITIJ
9246,503663,TILAK,TILAK
9247,500209,INFY,INFY
9248,500236,KANELIND,KANELIND
9249,500240,KINETICENG,KINETICENG
9250,500260,RAMCOCEM,RAMCOCEM
9251,504341,RELTD,RELTD
9252,503806,SRF,SRF
9253,503893,ZSATYASL,ZSATYASL
9254,504080,JSLINDL,JSLINDL
9255,500264,MAFATIND,MAFATIND
9256,500333,PIXTRANS,PIXTRANS
9257,500365,WELSPLSOL,WELSPLSOL
9258,500367,RUBFILA,RUBFILA
9259,505075,SETCO,SETCO
9260,504646,BGWTATO,BGWTATO
9261,504786,INVPRECQ,INVPRECQ
9262,504998,WMINIMT,WMINIMT
9263,500370,SALORAINTL,SALORAINTL
9264,500402,SPMLINFRA,SPMLINFRA
9265,500414,TIMEX,TIMEX
9266,500429,UNIENTER,UNIENTER
9267,505283,KIRLPNU,KIRLPNU
9268,505302,LAKSHMIEW,LAKSHMIEW
9269,505368,SEMAC,SEMAC
9270,505523,MAHACORP,MAHACORP
9271,505681,BIMETAL,BIMETAL
9272,505790,SCHAEFFLER,SCHAEFFLER
9273,505890,KENNAMET,KENNAMET
9274,505893,HINDHARD,HINDHARD
9275,500470,TATASTEEL,TATASTEEL
9276,500480,CUMMINSIND,CUMMINSIND
9277,500493,BHARATFORG,BHARATFORG
9278,501386,EENTER,EENTER
9279,505978,TRITONV,TRITONV
9280,506024,HVL,HVL
9281,506122,VOLKAI,VOLKAI
9282,506194,ARIHANTSUP,ARIHANTSUP
9283,501831,COASTCORP,COASTCORP
9284,501945,DHENUBUILD,DHENUBUILD
9285,502219,BORORENEW,BORORENEW
9286,502330,ANDHRAPAP,ANDHRAPAP
9287,506480,GOCLCORP,GOCLCORP
9288,506543,MPAGI,MPAGI
9289,506597,AMAL,AMAL
9290,506605,POLYCHEM,POLYCHEM
9291,502589,VAPIENTER,VAPIENTER
9292,502865,FORBESCO,FORBESCO
9293,503031,PENINLAND,PENINLAND
9294,503127,RAJABAH,RAJABAH
9295,506975,RAJSPTR,RAJSPTR
9296,507515,CJGEL,CJGEL
9297,507789,JAGSNPHARM,JAGSNPHARM
9298,507938,MNPLFIN,MNPLFIN
9299,503622,ZSVTRADI,ZSVTRADI
9300,503639,INDSOYA,INDSOYA
9301,503685,MEDIAONE,MEDIAONE
9302,503837,SHRAJSYNQ,SHRAJSYNQ
9303,508136,BNALTD,BNALTD
9304,508486,HAWKINCOOK,HAWKINCOOK
9305,508494,WARRENTEA,WARRENTEA
9306,508869,APOLLOHOSP,APOLLOHOSP
9307,504036,HIRECT,HIRECT
9308,504220,WSI,WSI
9309,504240,DLTNCBL,DLTNCBL
9310,504340,LONGSPUR,LONGSPUR
9311,508875,NITINCAST,NITINCAST
9312,509026,VJTFEDU,VJTFEDU
9313,509055,VISAKAIND,VISAKAIND
9314,509079,GUFICBIO,GUFICBIO
9315,509449,BHAGWOX,BHAGWOX
9316,509488,GRAPHITE,GRAPHITE
9317,509557,GARFIBRES,GARFIBRES
9318,509597,HARDCAS,HARDCAS
9319,504903,RATHIST,RATHIST
9320,505192,SMLMAH,SMLMAH
9321,505412,WENDT,WENDT
9322,505712,HIMTEK,HIMTEK
9323,505850,MANCREDIT,MANCREDIT
9324,506042,ZPRBHSTE,ZPRBHSTE
9325,506105,STANROS,STANROS
9326,506120,ALNATRD,ALNATRD
9327,509835,PREMSYN,PREMSYN
9328,511060,JUMBFNL,JUMBFNL
9329,511176,PARSHWANA,PARSHWANA
9330,511254,SAGARSYST,SAGARSYST
9331,506161,ISHWATR,ISHWATR
9332,506248,AMNPLST,AMNPLST
9333,506285,BAYERCROP,BAYERCROP
9334,506365,STARSOURCE,STARSOURCE
9335,511431,VAKRANGEE,VAKRANGEE
9336,511507,USHAKIRA,USHAKIRA
9337,511539,SUPRATRE,SUPRATRE
9338,511609,ISLCONSUL,ISLCONSUL
9339,506373,CITURGIA,CITURGIA
9340,506390,SUDARCOLOR,SUDARCOLOR
9341,506395,COROMANDEL,COROMANDEL
9342,506525,KANORICHEM,KANORICHEM
9343,511644,OMEGAIN,OMEGAIN
9344,511742,UGROCAP,UGROCAP
9345,511764,AASTAFIN,AASTAFIN
9346,512014,SOBME,SOBME
9347,506590,PCBL,PCBL
9348,506685,ULTRAMAR,ULTRAMAR
9349,506690,UNICHEMLAB,UNICHEMLAB
9350,506906,SCBL,SCBL
9351,512103,NIDHGRN,NIDHGRN
9352,512115,ROSEMER,ROSEMER
9353,512245,ZNIVITRD,ZNIVITRD
9354,512267,MMWL,MMWL
9355,506945,IGLFXPL-B,IGLFXPL-B
9356,507526,ASALCBR,ASALCBR
9357,507717,DHANUKA,DHANUKA
9358,507808,UNTTEMI,UNTTEMI
9359,512271,TASHIND,TASHIND
9360,512277,AUTOINT,AUTOINT
9361,512415,MERCTRD,MERCTRD
9362,512437,APOLLOFI,APOLLOFI
9363,507813,NOL,NOL
9364,507815,GILLETTE,GILLETTE
9365,507912,LKPFIN,LKPFIN
9366,507917,EASTBUILD,EASTBUILD
9367,512531,STCINDIA,STCINDIA
9368,512559,KOHINOOR,KOHINOOR
9369,512587,ZODJRDMKJ,ZODJRDMKJ
9370,512624,REGENTRP,REGENTRP
9371,513097,SBCL,SBCL
9372,508571,COCHMAL,COCHMAL
9373,508664,BESTEAST,BESTEAST
9374,508989,NAVNETEDUL,NAVNETEDUL
9375,509003,TRANOCE,TRANOCE
9376,512626,ORBTEXP,ORBTEXP
9377,513059,GSAUTO,GSAUTO
9378,513063,TRANSFRE,TRANSFRE
9379,509162,INDAG,INDAG
9380,509480,BERGEPAINT,BERGEPAINT
9381,509525,EMPIND,EMPIND
9382,509635,HINDCOMPOS,HINDCOMPOS
9383,513173,STLSTRINF,STLSTRINF
9384,513252,JAYUSH,JAYUSH
9385,513295,IMEC,IMEC
9386,513337,GUJTLRM,GUJTLRM
9387,513353,COCHINM,COCHINM
9388,513436,SHAHALLOYS,SHAHALLOYS
9389,513452,ELANGO,ELANGO
9390,513472,SIMPLEXCAS,SIMPLEXCAS
9391,509732,KOTIC,KOTIC
9392,511122,1STCUS,1STCUS
9393,511185,RAJVI,RAJVI
9394,511260,ICONIKSPEV,ICONIKSPEV
9395,511493,SHRYDUS,SHRYDUS
9396,511533,SAHARAHOUS,SAHARAHOUS
9397,511535,NDASEC,NDASEC
9398,511589,AVONMORE,AVONMORE
9399,513709,SHILGRAVQ,SHILGRAVQ
9400,514036,LOYALTEX,LOYALTEX
9401,514165,INDIANACRY,INDIANACRY
9402,514238,MKVENTURES,MKVENTURES
9403,511628,FEDDERSHOL,FEDDERSHOL
9404,511630,SAMBHAAV,SAMBHAAV
9405,512004,ZNILKENG,ZNILKENG
9406,512038,TCC,TCC
9407,514260,SURBHIN,SURBHIN
9408,514322,KAMADGIRI,KAMADGIRI
9409,514354,PREMIERPOL,PREMIERPOL
9410,514414,OXFORDIN,OXFORDIN
9411,512064,VISVEN,VISVEN
9412,512195,BENTCOM,BENTCOM
9413,512344,ARAVALIS,ARAVALIS
9414,512404,BENGALS,BENGALS
9415,514428,HINDADH,HINDADH
9416,514470,WINSOMTX,WINSOMTX
9417,516106,SHKARTP,SHKARTP
9418,517035,RIR,RIR
9419,512445,DEVITRD,DEVITRD
9420,512461,PUNCTRD,PUNCTRD
9421,512493,GARNETINT,GARNETINT
9422,512589,SITAENT,SITAENT
9423,517146,USHAMART,USHAMART
9424,517172,PERVASIVE,PERVASIVE
9425,517236,CALCOM,CALCOM
9426,517360,SBECSYS,SBECSYS
9427,517370,INCAP,INCAP
9428,517467,MARSONS,MARSONS
9429,517498,WEBELSOLAR,WEBELSOLAR
9430,517536,ONWARDTEC,ONWARDTEC
9431,513023,NAVA,NAVA
9432,513043,REMIEDEL,REMIEDEL
9433,513309,GOLKONDA,GOLKONDA
9434,513456,KANSHST,KANSHST
9435,513496,SIZEMASTER,SIZEMASTER
9436,513498,SOUTHMG,SOUTHMG
9437,513509,KALYANIFRG,KALYANIFRG
9438,513575,STERPOW,STERPOW
9439,517554,NHCFOODS,NHCFOODS
9440,519136,NAHARINDUS,NAHARINDUS
9441,519183,ADFFOODS,ADFFOODS
9442,519224,WILLAMAGOR,WILLAMAGOR
9443,513599,HINDCOPPER,HINDCOPPER
9444,513642,AXELPOLY,AXELPOLY
9445,513693,KAJARIR,KAJARIR
9446,513713,WHITEORG,WHITEORG
9447,519299,PRIMIND,PRIMIND
9448,519528,NORBTEAEXP,NORBTEAEXP
9449,519552,HERITGFOOD,HERITGFOOD
9450,519600,CCL,CCL
9451,520021,OMAXAUTO,OMAXAUTO
9452,520043,MUNJALSHOW,MUNJALSHOW
9453,520056,TVSHLTD,TVSHLTD
9454,520066,JAYBARMARU,JAYBARMARU
9455,513729,AROGRANITE,AROGRANITE
9456,514128,KONARKSY,KONARKSY
9457,514142,TTL,TTL
9458,514274,VGL,VGL
9459,520119,ASAL,ASAL
9460,520123,ABCINDQ,ABCINDQ
9461,521131,SBFL,SBFL
9462,520151,TRANSWORLD,TRANSWORLD
9463,514312,JAIHINDS,JAIHINDS
9464,514318,JATTAINDUS,JATTAINDUS
9465,514378,YARNSYN,YARNSYN
9466,516003,DUROPLY,DUROPLY
9467,521180,SUPERSPIN,SUPERSPIN
9468,521234,SRINACHA,SRINACHA
9469,523021,RISHITECH,RISHITECH
9470,523025,SAFARI,SAFARI
9471,516022,STARPAPER,STARPAPER
9472,516092,3PLAND,3PLAND
9473,517063,JETKINGQ,JETKINGQ
9474,517238,DYNAVSN,DYNAVSN
9475,523261,VENKEYS,VENKEYS
9476,523309,SHRIGANG,SHRIGANG
9477,523387,TRITON,TRITON
9478,523391,NAHARPOLY,NAHARPOLY
9479,517286,RNITAI,RNITAI
9480,517356,ACIIN,ACIIN
9481,517415,LEENEE,LEENEE
9482,517437,DUTRON,DUTRON
9483,523449,SHARP,SHARP
9484,523696,FORTISMLR,FORTISMLR
9485,523710,SAYAJIHOTL,SAYAJIHOTL
9486,523736,DVL,DVL
9487,517522,RAJRATAN,RAJRATAN
9488,517546,ALFATRAN,ALFATRAN
9489,519191,RGRL,RGRL
9490,519234,SIEL,SIEL
9491,523844,CONSTRONIC,CONSTRONIC
9492,523862,GRANDOAK,GRANDOAK
9493,524226,GAEL,GAEL
9494,524342,INDOBORAX,INDOBORAX
9495,519475,CHORDIA,CHORDIA
9496,519477,CIANAGRO,CIANAGRO
9497,520051,JAMNAAUTO,JAMNAAUTO
9498,520073,RACLGEAR,RACLGEAR
9499,524434,ASINPET,ASINPET
9500,524522,LAFFANSQ,LAFFANSQ
9501,524542,SUKHJITS,SUKHJITS
9502,524592,JAYSYNTH,JAYSYNTH
9503,520141,SIBARAUT,SIBARAUT
9504,521016,ICIL,ICIL
9505,521018,MARALOVER,MARALOVER
9506,521109,NAGREEKEXP,NAGREEKEXP
9507,524661,WELCURE,WELCURE
9508,524669,HESTERBIO,HESTERBIO
9509,524828,BDH,BDH
9510,526027,CUBEXTUB,CUBEXTUB
9511,521141,ADITYASP,ADITYASP
9512,521220,DAMODARIND,DAMODARIND
9513,526143,MPL,MPL
9514,521149,PRIMEURB,PRIMEURB
9515,521161,SLSTLQ,SLSTLQ
9516,526071,STELLANT,STELLANT
9517,526075,VINRKLB,VINRKLB
9518,526137,SHETR,SHETR
9519,521222,SANBLUE,SANBLUE
9520,521244,MKPMOB,MKPMOB
9521,521246,PARASPETRO,PARASPETRO
9522,522005,AUSTENG,AUSTENG
9523,526193,ROYALCU,ROYALCU
9524,526251,MIDEASTP,MIDEASTP
9525,526423,KRITI,KRITI
9526,526435,PERFEPA,PERFEPA
9527,522029,WINDMACHIN,WINDMACHIN
9528,522073,HITECHGEAR,HITECHGEAR
9529,522165,INDSILHYD,INDSILHYD
9530,522205,PRAJIND,PRAJIND
9531,526488,BHUDEVI,BHUDEVI
9532,526525,WWALUM,WWALUM
9533,526604,LIPPISYS,LIPPISYS
9534,526612,BLUEDART,BLUEDART
9535,522267,VJLAXMIE,VJLAXMIE
9536,523105,CROPSTER,CROPSTER
9537,523186,BAPACK,BAPACK
9538,523369,DCMSRIND,DCMSRIND
9539,526640,RAYALEMA,RAYALEMA
9540,526650,TFCILTD,TFCILTD
9541,526721,NICCOPAR,NICCOPAR
9542,526739,SHAWGELTIN,SHAWGELTIN
9543,523385,NILKAMAL,NILKAMAL
9544,523411,ADCINDIA,ADCINDIA
9545,523598,SCI,SCI
9546,523638,IPRINGLTD,IPRINGLTD
9547,526859,ISFL,ISFL
9548,526861,RISHILASE,RISHILASE
9549,526869,KUMPFIN,KUMPFIN
9550,526899,HFIL,HFIL
9551,523754,MAHEPC,MAHEPC
9552,523896,APIL,APIL
9553,524174,KESARPE,KESARPE
9554,524330,JAYAGROGN,JAYAGROGN
9555,526905,PADMAIND,PADMAIND
9556,526921,21STCENMGM,21STCENMGM
9557,526935,ARUNIS,ARUNIS
9558,526961,LASTMILE,LASTMILE
9559,524332,BCLIND,BCLIND
9560,524336,SHHARICH,SHHARICH
9561,524394,VIMTALABS,VIMTALABS
9562,524412,AAREYDRUGS,AAREYDRUGS
9563,527001,ASHAPURMIN,ASHAPURMIN
9564,530045,TITANSEC,TITANSEC
9565,530063,YASHRAJC,YASHRAJC
9566,530067,CSLFINANCE,CSLFINANCE
9567,524458,INDOEURO,INDOEURO
9568,524494,IPCALAB,IPCALAB
9569,524548,SHARMEH,SHARMEH
9570,524598,AKSHARCHEM,AKSHARCHEM
9571,530073,SANGHVIMOV,SANGHVIMOV
9572,530075,ANTELOPUS,ANTELOPUS
9573,530169,MOHITPPR,MOHITPPR
9574,530179,RSCINT,RSCINT
9575,524624,GAGAN,GAGAN
9576,524628,PARKERAC,PARKERAC
9577,524634,ALUFLUOR,ALUFLUOR
9578,524703,SANDUPHQ,SANDUPHQ
9579,530197,FUNDVISER,FUNDVISER
9580,530217,SWOJAS,SWOJAS
9581,530255,KAYPOWR,KAYPOWR
9582,530307,CLSEL,CLSEL
9583,530367,NRBBEARING,NRBBEARING
9584,530407,EPIC,EPIC
9585,530459,VALSONQ,VALSONQ
9586,530461,SABOOSOD,SABOOSOD
9587,524804,AUROPHARMA,AUROPHARMA
9588,524820,PANAMAPET,PANAMAPET
9589,526139,TRABI,TRABI
9590,526179,LUDLOWJUT,LUDLOWJUT
9591,526241,AMRAPLIN,AMRAPLIN
9592,526325,ORIENTLTD,ORIENTLTD
9593,526367,GANESHHOU,GANESHHOU
9594,526415,OKPLA,OKPLA
9595,530495,STRATMONT,STRATMONT
9596,530499,AKCAPIT,AKCAPIT
9597,530627,VIPULORG,VIPULORG
9598,530643,ECORECO,ECORECO
9599,526433,ASMTEC,ASMTEC
9600,526445,INDRANIB,INDRANIB
9601,526490,PRATIK,PRATIK
9602,526508,SHAHISHIP,SHAHISHIP
9603,530723,ASITCFIN,ASITCFIN
9604,530733,ENCODE,ENCODE
9605,530741,OVOBELE,OVOBELE
9606,530757,SHENTRA,SHENTRA
9607,526521,SANGHIIND,SANGHIIND
9608,526582,TPLPLASTEH,TPLPLASTEH
9609,526616,NATPLAS,NATPLAS
9610,526628,AJWAFUN,AJWAFUN
9611,530821,SSPDL,SSPDL
9612,530843,CUPID,CUPID
9613,530855,GDLLEAS,GDLLEAS
9614,530965,IOC,IOC
9615,531035,EBIX,EBIX
9616,531126,KATIPATANG,KATIPATANG
9617,531137,GEMSI,GEMSI
9618,531144,ELFORGE,ELFORGE
9619,526675,TIRTPLS,TIRTPLS
9620,526705,ELEMARB,ELEMARB
9621,526747,PGFOILQ,PGFOILQ
9622,526807,SEAMECLTD,SEAMECLTD
9623,531161,ABMKNO,ABMKNO
9624,531163,KEMISTAR,KEMISTAR
9625,531205,SPRIGHT,SPRIGHT
9626,531259,ESHAMEDIA,ESHAMEDIA
9627,526851,AREXMIS,AREXMIS
9628,526901,SONALAD,SONALAD
9629,526947,LAOPALA,LAOPALA
9630,526965,GUJCRAFT,GUJCRAFT
9631,526971,DHOOTIN,DHOOTIN
9632,527005,SHREEPAC,SHREEPAC
9633,530139,KREONFIN,KREONFIN
9634,530141,GYANDEV,GYANDEV
9635,531288,LEADFIN,LEADFIN
9636,531300,AMITINT,AMITINT
9637,531304,NUTECGLOB,NUTECGLOB
9638,531322,HAVISHA,HAVISHA
9639,531352,PEETISEC,PEETISEC
9640,531358,CHOICEIN,CHOICEIN
9641,531360,GOLECHA,GOLECHA
9642,531387,HASTIFIN,HASTIFIN
9643,530167,MONGIPA,MONGIPA
9644,530175,ODYSSEY,ODYSSEY
9645,530231,SUBSM,SUBSM
9646,530251,RISAINTL,RISAINTL
9647,531417,MEGACOR,MEGACOR
9648,531439,GOLDTECH,GOLDTECH
9649,531449,GRMOVER,GRMOVER
9650,531453,MOHITIND,MOHITIND
9651,530309,CHANDRAP,CHANDRAP
9652,530331,PREMCO,PREMCO
9653,530365,ORIENTBELL,ORIENTBELL
9654,530369,VAMSHIRU,VAMSHIRU
9655,531541,KOBO,KOBO
9656,531553,DRL,DRL
9657,531626,OROSMITHS,OROSMITHS
9658,531635,SILVOAK,SILVOAK
9659,530443,KIRANSY-B,KIRANSY-B
9660,530477,VIKRAMTH,VIKRAMTH
9661,530533,TERAI,TERAI
9662,530663,GOYALASS,GOYALASS
9663,531638,SURAJLTD,SURAJLTD
9664,531642,MARICO,MARICO
9665,531673,ANKIN,ANKIN
9666,531676,EMROCK,EMROCK
9667,530709,GOWRALE,GOWRALE
9668,530711,JAGANLAM,JAGANLAM
9669,530759,STERTOOLS,STERTOOLS
9670,530765,AGARWAL,AGARWAL
9671,531716,TRICOMFRU,TRICOMFRU
9672,531717,VIDHIING,VIDHIING
9673,531726,PANCHSHEEL,PANCHSHEEL
9674,531735,PRISMFN,PRISMFN
9675,530797,SHGANEL,SHGANEL
9676,530881,ABVL,ABVL
9677,530919,REMSONSIND,REMSONSIND
9678,531003,SWRNASE,SWRNASE
9679,531779,PADALPO,PADALPO
9680,531794,SESHACHAL,SESHACHAL
9681,531812,SGNTE,SGNTE
9682,531821,MUNOTHFI,MUNOTHFI
9683,1,BSX,BSX
9684,500008,ARE&M,ARE&M
9685,500014,UTIQUE,UTIQUE
9686,500034,BAJFINANCE,BAJFINANCE
9687,531025,VISAGAR,VISAGAR
9688,531051,VINTAGES,VINTAGES
9689,531153,DILIGENT,DILIGENT
9690,531156,ALFAVIO,ALFAVIO
9691,500048,BEML,BEML
9692,500069,QUESTCAP,QUESTCAP
9693,500089,DICIND,DICIND
9694,500113,SAIL,SAIL
9695,531168,ASSOCER,ASSOCER
9696,531233,RASIELEC,RASIELEC
9697,531201,SHILCTECH,SHILCTECH
9698,531228,RANDER,RANDER
9699,500120,DIAMINESQ,DIAMINESQ
9700,500150,FOSECOIND,FOSECOIND
9701,500163,GODFRYPHLP,GODFRYPHLP
9702,500171,GHCL,GHCL
9703,531241,LINC,LINC
9704,531260,REFEXRENEW,REFEXRENEW
9705,531287,NATPLASTI,NATPLASTI
9706,531334,VIKALPS,VIKALPS
9707,500186,HINDOILEXP,HINDOILEXP
9708,500188,HINDZINC,HINDZINC
9709,500202,INDLEASE,INDLEASE
9710,500227,JINDALPOLY,JINDALPOLY
9711,531346,EASTRED,EASTRED
9712,531359,SRAMSET,SRAMSET
9713,531364,EKANSH,EKANSH
9714,531395,PADAMCO,PADAMCO
9715,500228,JSWSTEEL,JSWSTEEL
9716,500241,KIRLOSBROS,KIRLOSBROS
9717,500246,ENVAIREL,ENVAIREL
9718,500248,KRIFILIND,KRIFILIND
9719,531426,TNPL,TNPL
9720,531437,PWASML,PWASML
9721,531454,POLYLINK,POLYLINK
9722,531472,CYBELEIND,CYBELEIND
9723,500262,HYBRIDFIN,HYBRIDFIN
9724,500268,MANALIPETC,MANALIPETC
9725,500306,JAYKAY,JAYKAY
9726,500313,OILCOUNTUB,OILCOUNTUB
9727,531569,SANJIVIN,SANJIVIN
9728,531578,KMFBLDR,KMFBLDR
9729,531582,BERYLSE,BERYLSE
9730,531594,INCON,INCON
9731,500444,WSTCSTPAPR,WSTCSTPAPR
9732,500317,OSWALAGRO,OSWALAGRO
9733,500338,PRSMJOHNSN,PRSMJOHNSN
9734,500350,RSWM,RSWM
9735,531628,TEJASSVI,TEJASSVI
9736,531672,INANISEC,INANISEC
9737,531739,GENNEX,GENNEX
9738,531778,KACHCHH,KACHCHH
9739,500472,SKFINDIA,SKFINDIA
9740,500530,BOSCHLTD,BOSCHLTD
9741,500575,VOLTAS,VOLTAS
9742,500660,GLAXO,GLAXO
9743,531784,KCLINFRA,KCLINFRA
9744,531802,PRERINFRA,PRERINFRA
9745,531842,LAHOTIOV,LAHOTIOV
9746,531859,ORIRAIL,ORIRAIL
9747,500770,TATACHEM,TATACHEM
9748,500800,TATACONSUM,TATACONSUM
9749,500890,MODIRUBBER,MODIRUBBER
9750,501144,PEOPLIN,PEOPLIN
9751,501148,DSINVEST,DSINVEST
9752,501270,ANTARIKSH,ANTARIKSH
9753,502175,SAURASHCEM,SAURASHCEM
9754,531928,GOLCA,GOLCA
9755,531962,SHREMETAL,SHREMETAL
9756,531982,SPECFOOD,SPECFOOD
9757,531991,AMRAAGRI,AMRAAGRI
9758,501423,SHAILY,SHAILY
9759,502250,LERTHAI,LERTHAI
9760,502294,NILACHAL,NILACHAL
9761,502355,BALKRISIND,BALKRISIND
9762,502420,ORIENTPPR,ORIENTPPR
9763,531996,ODYCORP,ODYCORP
9764,532007,SHVFL,SHVFL
9765,532015,GRAVITY,GRAVITY
9766,532019,LCCINFOTEC,LCCINFOTEC
9767,502873,HPCOTTON,HPCOTTON
9768,502901,JAMSHRI,JAMSHRI
9769,502986,VTL,VTL
9770,503310,SWANCORP,SWANCORP
9771,532039,ZENOTECH,ZENOTECH
9772,532113,BRIJLEAS,BRIJLEAS
9773,532124,RELIABVEN,RELIABVEN
9774,532134,BANKBARODA,BANKBARODA
9775,503349,VICTMILL,VICTMILL
9776,503635,SALSAIN,SALSAIN
9777,503641,ZODIACVEN,ZODIACVEN
9778,504093,PANAENERG,PANAENERG
9779,532145,HOTLSILV,HOTLSILV
9780,532154,JOHNPHARMA,JOHNPHARMA
9781,532173,CYBERTECH,CYBERTECH
9782,532175,CYIENT,CYIENT
9783,504365,RIDHISYN,RIDHISYN
9784,504369,GRANDMA,GRANDMA
9785,504988,ZWELCAST,ZWELCAST
9786,505163,ZFSTEERING,ZFSTEERING
9787,532209,J&KBANK,J&KBANK
9788,532218,SOUTHBANK,SOUTHBANK
9789,532262,TCIIND,TCIIND
9790,532315,GROARC,GROARC
9791,505200,EICHERMOT,EICHERMOT
9792,505299,KPT,KPT
9793,505504,GHVINFRA,GHVINFRA
9794,505520,ZHEMHOLD,ZHEMHOLD
9795,505807,ROLCOEN,ROLCOEN
9796,505827,SNL,SNL
9797,505872,WPIL,WPIL
9798,506003,SUDAI,SUDAI
9799,532320,VAARAD,VAARAD
9800,532321,ZYDUSLIFE,ZYDUSLIFE
9801,532324,CINEVISTA,CINEVISTA
9802,532350,PADMALAYAT,PADMALAYAT
9803,506079,LAKPRE,LAKPRE
9804,506184,KANANIIND,KANANIIND
9805,506618,PUNJABCHEM,PUNJABCHEM
9806,506640,ZR2,ZR2
9807,532373,WEPSOLN,WEPSOLN
9808,532378,UNIVARTS,UNIVARTS
9809,532388,IOB,IOB
9810,532407,MOSCHIP,MOSCHIP
9811,506680,TECILCHEM,TECILCHEM
9812,506863,SWADEIN,SWADEIN
9813,506879,GUJTHEM,GUJTHEM
9814,507753,TGVSL,TGVSL
9815,532468,KAMAHOLD,KAMAHOLD
9816,532504,NAVINFLUOR,NAVINFLUOR
9817,532515,TVTODAY,TVTODAY
9818,532522,PETRONET,PETRONET
9819,507970,PARMCOS-B,PARMCOS-B
9820,508867,NEWMKTADV,NEWMKTADV
9821,508961,SHRICON,SHRICON
9822,509040,NETLINK,NETLINK
9823,532539,UNOMINDA,UNOMINDA
9824,532548,CENTURYPLY,CENTURYPLY
9825,532553,WELENT,WELENT
9826,532621,MORARJEE,MORARJEE
9827,509073,HATHWAYB,HATHWAYB
9828,509220,PTL,PTL
